stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
BARON-AR,302718,"SAINT AUBIN LA SALLE",,47.489696,-0.503596,,,0,,,1
BARON-DE,20429,"SAINT AUBIN LA SALLE",,47.489696,-0.503609,,,0,,,1
BARONERI,30230,"SAINT AUBIN LA SALLE",,47.489414,-0.503201,,,0,,,0
BARONN-E,693977,"SAINT AUBIN LA SALLE",,47.489312,-0.504080,,,0,,,1
BARONNER,2861,"SAINT AUBIN LA SALLE",,47.489312,-0.504080,,,0,,,1
BARRA,21480,"BARRA",,47.483717,-0.563930,,,0,,,1
BARRA -E,2442,"BARRA",,47.483823,-0.563729,,,0,,,1
BARRA-E,690505,"BARRA",,47.483822,-0.563733,,,0,,,1
BASCHE-E,884139,"BASSE CHESNAIE",,47.573791,-0.677447,,,0,,,0
BASCHEM,948490,"BAS CHEMIN",,47.425014,-0.384247,,,0,,,0
BASCHESN,652997,"BASSE CHESNAIE",,47.573899,-0.677436,,,0,,,0
BASMOR-E,8169,"BAS MORTIER",,47.515320,-0.474483,,,0,,,1
BASMORTI,7483,"BAS MORTIER",,47.515371,-0.474625,,,0,,,1
BAUDON,289578,"BAUDON",,47.539386,-0.579310,,,0,,,0
BAUDON-E,732813,"BAUDON",,47.539292,-0.579389,,,0,,,0
BAUDRA-E,11299,"BAUDRAIRIE",,47.437811,-0.507591,,,0,,,1
BAUDRAI,19950,"BAUDRAIRIE",,47.437909,-0.507103,,,0,,,1
BAUNBR-E,58353,"CHÂTEAU BRIANÇON",,47.503388,-0.351694,,,0,,,0
BAUNBRIA,109894,"CHÂTEAU BRIANÇON",,47.503481,-0.351515,,,0,,,0
BAUNCE-E,928925,"BAUNE CENTRE",,47.499283,-0.318599,,,0,,,0
BAUNCENT,353041,"BAUNE CENTRE",,47.499427,-0.318602,,,0,,,0
BBRANC-E,27533,"BELLEBRANCHE",,47.528251,-0.528310,,,0,,,0
BBRANCHE,22762,"BELLEBRANCHE",,47.528127,-0.528311,,,0,,,0
BEADI-AR,10612,"MAIRIE DE BEAUCOUZE",,47.474621,-0.630088,,,0,,,0
BEADIM,8391,"MAIRIE DE BEAUCOUZE",,47.474534,-0.630126,,,0,,,0
BEAUC AR,29830,"BEAUCOUZE HAUTE ROCHE",,47.470313,-0.625168,,,0,,,0
BEAUC-AR,367337,"BEAUCOUZE HAUTE ROCHE",,47.470313,-0.625168,,,0,,,1
BEAUCOUZ,28687,"BEAUCOUZE HAUTE ROCHE",,47.470313,-0.625168,,,0,,,0
BEAUFI-E,2771,"BEAUMANOIR",,47.451899,-0.510452,,,0,,,0
BEAULI-E,12880,"BEAULIEU",,47.495464,-0.436670,,,0,,,0
BEAULIEU,4126,"BEAULIEU",,47.495526,-0.437026,,,0,,,0
BEAUMAN,27618,"BEAUMANOIR",,47.451543,-0.510523,,,0,,,0
BEAUM-E,3588,"BEAUMANOIR",,47.451305,-0.510725,,,0,,,0
BEAURE-E,6393,"BEAUREPAIRE",,47.474004,-0.559487,,,0,,,0
BEAUREPA,15816,"BEAUREPAIRE",,47.473985,-0.559654,,,0,,,0
BEAUVA-E,11101,"BEAUVAL",,47.451682,-0.551264,,,0,,,0
BEAUVAL,9892,"BEAUVAL",,47.451403,-0.550429,,,0,,,0
BECKE,58108,"BECKER",,47.538835,-0.622005,,,0,,,1
BECK-E,67197,"BECKER",,47.538824,-0.622184,,,0,,,1
BEDAUD-E,5506,"BEDAUDIERE",,47.501358,-0.393321,,,0,,,0
BEDAUDIE,26883,"BEDAUDIERE",,47.501333,-0.394999,,,0,,,0
BEDIER,16246,"BEDIER",,47.450112,-0.552650,,,0,,,0
BEDIER-E,14067,"BEDIER",,47.449912,-0.552761,,,0,,,0
BELAIR,17130,"BEL AIR",,47.529838,-0.606973,,,0,,,1
BELAIR-E,15243,"BEL AIR",,47.529907,-0.607303,,,0,,,1
BELFON-E,32395,"MAISON DES ARTS",,47.471701,-0.537442,,,0,,,1
BELFONTA,31709,"MAISON DES ARTS",,47.471851,-0.537747,,,0,,,1
BELLAN-E,32424,"BELLANGERIE",,47.482347,-0.684534,,,0,,,0
BELLANGE,8582,"BELLANGERIE",,47.482203,-0.684891,,,0,,,0
BELLCO-E,536209,"CORNE BELLEVUE",,47.473545,-0.346383,,,0,,,0
BELLCORN,275985,"CORNE BELLEVUE",,47.473610,-0.346381,,,0,,,0
BELLVUTR,30214,"BELLEVUE",,47.448196,-0.506884,,,0,,,1
BELNOUE,672416,"BELLENOUE",,47.420600,-0.300998,,,0,,,0
BELOEI-E,15961,"BEL OEIL",,47.427039,-0.556771,,,0,,,0
BELOEIL,7658,"BEL OEIL",,47.426686,-0.556662,,,0,,,0
BELPOU-E,21861,"BELLE POULE",,47.428427,-0.527754,,,0,,,0
BELPOULE,21306,"BELLE POULE",,47.427888,-0.527154,,,0,,,0
BELVTR-E,29169,"BELLEVUE",,47.447850,-0.507966,,,0,,,1
BENE,3624,"MONTREUIL JUIGNE - BENE",,47.541165,-0.609630,,,0,,,1
BENE-E,27645,"MONTREUIL JUIGNE - BENE",,47.541120,-0.609456,,,0,,,1
BESNARDI,96684,"BESNARDIERE",,47.479730,-0.544374,,,0,,,0
BEURRI-E,23326,"BEURRIERE",,47.497355,-0.589230,,,0,,,1
BEURRIER,21726,"BEURRIERE",,47.497569,-0.589541,,,0,,,1
BIAIS,889875,"BIAIS",,47.584722,-0.539329,,,0,,,0
BIAIS-E,841213,"BIAIS",,47.584779,-0.539434,,,0,,,0
BICHO.-E,991,"BICHON",,47.479300,-0.564668,,,0,,,1
BICHON,27019,"BICHON",,47.478730,-0.564193,,,0,,,1
BICHON.,7036,"BICHON",,47.479329,-0.564851,,,0,,,1
BICHON-E,20435,"BICHON",,47.479236,-0.563642,,,0,,,1
BIGOT-E,21778,"BIGOT",,47.482320,-0.560786,,,0,,,1
BIOP-E,48952,"BIOPOLE",,47.482015,-0.496282,,,0,,,1
BIOPOL,13485,"BIOPOLE",,47.482233,-0.496533,,,0,,,1
BIRGTEC,17769,"BIRGE",,47.474707,-0.519892,,,0,,,1
BIRGTE-E,13020,"BIRGE",,47.475222,-0.519773,,,0,,,1
BLANDEAU,7587,"BLANDEAU",,47.457523,-0.543312,,,0,,,1
BLANDE-E,2217,"BLANDEAU",,47.457386,-0.543217,,,0,,,1
BLERIO-E,3197,"BLERIOT",,47.486142,-0.563437,,,0,,,1
BLERIOT,22166,"BLERIOT",,47.485973,-0.563643,,,0,,,1
BLITOU-E,8054,"BLITOURNE",,47.527410,-0.434068,,,0,,,0
BLITOURN,8555,"BLITOURNE",,47.527103,-0.434297,,,0,,,0
BMAI-9C,14427,"BERGES DE MAINE",,47.478749,-0.549624,,,0,,,1
BMAI-9E,11244,"BERGES DE MAINE",,47.478509,-0.548904,,,0,,,1
BMARZE-E,10489,"BASSE MARZELLE",,47.341696,-0.525002,,,0,,,0
BMARZELL,29922,"BASSE MARZELLE",,47.341845,-0.524599,,,0,,,0
BMOTTE,25850,"BELLE MOTTE",,47.531091,-0.516575,,,0,,,0
BMOTTE-E,11002,"BELLE MOTTE",,47.530981,-0.516524,,,0,,,0
BODI2,338446,"BODINIER",,47.472724,-0.553570,,,0,,,1
BODINI-E,298774,"BODINIERE",,47.585439,-0.447124,,,0,,,0
BODINIER,906273,"BODINIERE",,47.585453,-0.447282,,,0,,,0
BOHABRAI,38658,"ROUTE DE BRAIN",,47.421427,-0.399269,,,0,,,0
BOHABR-E,377290,"ROUTE DE BRAIN",,47.421471,-0.399114,,,0,,,0
BOHACE-E,374732,"CENDREUSE",,47.422276,-0.385158,,,0,,,0
BOHACEND,953348,"CENDREUSE",,47.422421,-0.384953,,,0,,,0
BOHASA-E,429073,"CHEMIN SALETTE",,47.424605,-0.389309,,,0,,,0
BOHASALE,300213,"CHEMIN SALETTE",,47.424704,-0.388942,,,0,,,0
BOIRES,904270,"LES BOIRES",,47.410850,-0.296001,,,0,,,0
BOISABBE,1559,"BOIS L'ABBE",,47.490304,-0.514225,,,0,,,0
BOISAB-E,2212,"BOIS L'ABBE",,47.490362,-0.514024,,,0,,,0
BOISEP-E,617836,"BOIS D'EPINARD",,47.474442,-0.330299,,,0,,,0
BOISEPI2,142312,"BOIS D'EPINARD",,47.474589,-0.330259,,,0,,,0
BOISHO-E,277487,"BOIS DE L'HOPITAL",,47.470435,-0.459277,,,0,,,0
BOISHOPI,778313,"BOIS DE L'HOPITAL",,47.470542,-0.459278,,,0,,,0
BOISNERI,923534,"BOISNERIE",,47.511524,-0.360042,,,0,,,0
BOISPOUI,393328,"BOIS DE POUILLÉ",,47.423239,-0.687602,,,0,,,0
BOISRA-E,4209,"BOISRAME",,47.478256,-0.584697,,,0,,,1
BOISRAME,22086,"BOISRAME",,47.478299,-0.584799,,,0,,,1
BONNERIE,790406,"BONNERIE",,47.522882,-0.446449,,,0,,,0
BONPLA-E,542285,"BONPLAND",,47.514547,-0.590885,,,0,,,1
BONPLAND,204457,"BONPLAND",,47.514589,-0.589588,,,0,,,1
BOPON-E,8578,"BOUCHEMAINE PONT",,47.420527,-0.610593,,,0,,,0
BOPONT,5303,"BOUCHEMAINE PONT",,47.420645,-0.610372,,,0,,,0
BOREAU,22327,"BOREAU",,47.475261,-0.546194,,,0,,,1
BOREAU-E,806695,"BOREAU",,47.475299,-0.545847,,,0,,,0
BOSCH,10110,"BOIS RINIER",,47.476582,-0.497989,,,0,,,0
BOSCH-E,63542,"BOIS RINIER",,47.476432,-0.497398,,,0,,,1
BOSQUE-E,9680,"BOSQUET",,47.409779,-0.524831,,,0,,,0
BOSQUET,13421,"BOSQUET",,47.410024,-0.524358,,,0,,,0
BOUCHE-E,10804,"BOUCHEMAINE CENTRE",,47.421642,-0.610533,,,0,,,1
BOUCHEM,9302,"BOUCHEMAINE CENTRE",,47.421757,-0.610429,,,0,,,1
BOUGO.-E,10871,"BOURGONNIER",,47.461608,-0.541195,,,0,,,1
BOUGONNI,27073,"BOURGONNIER",,47.462174,-0.542227,,,0,,,1
BOULLE,7334,"BOULLE",,47.486717,-0.628579,,,0,,,1
BOULLE-E,15478,"BOULLE",,47.486505,-0.628691,,,0,,,1
BOURG,25980,"BOURG",,47.590709,-0.555365,,,0,,,0
BOURG-E,14979,"BOURG",,47.590757,-0.555217,,,0,,,0
BOURGLAC,28777,"BOURG LA CROIX",,47.450806,-0.523737,,,0,,,0
BOURGL-E,178374,"BOURG LA CROIX",,47.450730,-0.523816,,,0,,,0
BOURJOLY,84254,"BOURG JOLY",,47.408872,-0.313344,,,0,,,0
BOURRELI,385547,"BOURRELIERE",,47.381943,-0.564033,,,0,,,0
BOURSE,18560,"BOURSE",,47.442828,-0.495440,,,0,,,0
BOURSE-E,19507,"BOURSE",,47.442536,-0.495088,,,0,,,0
BOUTEI-E,117791,"BOUTEILLERIE",,47.478836,-0.431989,,,0,,,0
BOUTEILL,602328,"BOUTEILLERIE",,47.479017,-0.432242,,,0,,,0
BOUTHO-E,12112,"BOUCHE THOMAS",,47.444509,-0.550411,,,0,,,1
BOUTHOMA,29965,"BOUCHE THOMAS",,47.444910,-0.550044,,,0,,,1
BOUVET,3637,"BOUVET",,47.562726,-0.675295,,,0,,,0
BOUVET-E,30358,"BOUVET",,47.563321,-0.675793,,,0,,,0
BPASTE-E,11261,"BON PASTEUR",,47.470506,-0.569135,,,0,,,0
BPASTEUR,29906,"BON PASTEUR",,47.470432,-0.568007,,,0,,,0
BRAI8MAI,789925,"PLACE DU 8 MAI",,47.446118,-0.412392,,,0,,,0
BRAI8M-E,562043,"PLACE DU 8 MAI",,47.445926,-0.412117,,,0,,,0
BRAIBO-E,348073,"CROIX DE BOIS",,47.449140,-0.425265,,,0,,,0
BRAIBOIS,551743,"CROIX DE BOIS",,47.449229,-0.425280,,,0,,,0
BRAICO-E,837119,"CROIX COMBEAU",,47.453695,-0.408351,,,0,,,0
BRAICOMB,699137,"CROIX COMBEAU",,47.454293,-0.408484,,,0,,,0
BRAINA-E,364514,"CRÉMAILLÈRE D'ARGENT",,47.465282,-0.433265,,,0,,,0
BRAINARG,933848,"CRÉMAILLÈRE D'ARGENT",,47.465321,-0.433171,,,0,,,0
BRAINNAR,776186,"NARCE",,47.448874,-0.429982,,,0,,,0
BRAINN-E,145513,"NARCE",,47.448579,-0.431165,,,0,,,0
BRARDIER,974048,"BRARDIERE",,47.582185,-0.494121,,,0,,,0
BRASSE-E,25269,"BRASSENS",,47.494884,-0.587235,,,0,,,1
BRASSENS,351,"BRASSENS",,47.494139,-0.586439,,,0,,,1
BREMON-E,25430,"GARES BREMONT",,47.465969,-0.559297,,,0,,,1
BRETEA-E,89029,"BRETEAU",,47.573645,-0.437244,,,0,,,0
BRETEAU,22377,"BRETEAU",,47.573784,-0.437338,,,0,,,0
BRGPAI-E,12036,"BOURG DE PAILLE",,47.474869,-0.624666,,,0,,,1
BRGPAILL,10958,"BOURG DE PAILLE",,47.474358,-0.624940,,,0,,,1
BRIOLLAY,14848,"MAIRIE DE BRIOLLAY",,47.563657,-0.507705,,,0,,,0
BRIOLL-E,24952,"MAIRIE DE BRIOLLAY",,47.563506,-0.507313,,,0,,,0
BRISEA-E,28767,"BRISEPOTIERE",,47.478792,-0.528402,,,0,,,1
BRISEP-E,3496,"BRISEPOTIERE",,47.479348,-0.527253,,,0,,,1
BRISEPOA,27984,"BRISEPOTIERE",,47.478907,-0.528511,,,0,,,1
BRISEPOT,2222,"BRISEPOTIERE",,47.479537,-0.527283,,,0,,,1
BRISPO-E,341704,"BRISEPOTIÈRE",,47.478760,-0.528069,,,0,,,1
BRISPOTI,968494,"BRISEPOTIÈRE",,47.478445,-0.528323,,,0,,,1
BROCHONS,294849,"BROCHONS",,47.421952,-0.327366,,,0,,,0
BRULETTE,686700,"LA BRULETTE",,47.579995,-0.440686,,,0,,,0
BSOLEI-E,12061,"BEAU SOLEIL",,47.426713,-0.721350,,,0,,,0
BSOLEIL,30366,"BEAU SOLEIL",,47.426576,-0.721257,,,0,,,0
BUCHET-E,306514,"BUCHETIERE",,47.559747,-0.428126,,,0,,,0
BUCHETIE,736317,"BUCHETIERE",,47.559684,-0.428279,,,0,,,0
BUISBE-E,234869,"BUISSONS BELLES",,47.447951,-0.421034,,,0,,,0
BUISBELL,40296,"BUISSONS BELLES",,47.448036,-0.420989,,,0,,,0
BUISSO-E,5587,"TRELAZE BUISSON",,47.441901,-0.483960,,,0,,,1
BUISSON,3856,"TRELAZE BUISSON",,47.442039,-0.484633,,,0,,,1
BVALLE-E,29950,"BASSES VALLEES",,47.579055,-0.499698,,,0,,,0
BVALLEES,31943,"BASSES VALLEES",,47.579336,-0.499741,,,0,,,0
CALAIS,775835,"CALAIS",,47.461997,-0.432557,,,0,,,0
CAMELIAS,11696,"CAMELIA",,47.471293,-0.518956,,,0,,,1
CAMELI-E,10436,"CAMELIA",,47.471343,-0.519236,,,0,,,1
CAMLAC-E,1059,"LAC DE MAINE CAMPING",,47.457702,-0.597228,,,0,,,1
CAMLACMA,276,"LAC DE MAINE CAMPING",,47.458118,-0.596992,,,0,,,1
CAMPBO-E,13123,"CAMPING DE BOUCHEMAINE",,47.419291,-0.611639,,,0,,,1
CAMPBOUC,11882,"CAMPING DE BOUCHEMAINE",,47.419392,-0.611368,,,0,,,1
CAMPJU-E,996,"CAMPING DE JUIGNE",,47.537139,-0.616849,,,0,,,0
CAMPJUIG,7458,"CAMPING DE JUIGNE",,47.537566,-0.616886,,,0,,,0
CAMUS.05,9583,"CAMUS",,47.485242,-0.575873,,,0,,,1
CAMUS5-E,20823,"CAMUS",,47.484968,-0.575759,,,0,,,1
CANTCH-E,833087,"CHAMP FLEURI CANTENAY",,47.537297,-0.571154,,,0,,,0
CANTCHFL,735372,"CHAMP FLEURI CANTENAY",,47.537190,-0.571130,,,0,,,0
CANTPA-E,936930,"PATIS",,47.540367,-0.582375,,,0,,,0
CANTPAT,800212,"PATIS",,47.540477,-0.582388,,,0,,,0
CAPU8-C,32069,"CAPUCINS",,47.487437,-0.554853,,,0,,,1
CAPU8-E,21219,"CAPUCINS",,47.487415,-0.554497,,,0,,,1
CARCIT-E,8361,"CARREFOUR ST SERGE",,47.487632,-0.543143,,,0,,,1
CARCITR,784,"CARREFOUR ST SERGE",,47.487174,-0.543685,,,0,,,1
CARLIN-E,21252,"LINNE",,47.446481,-0.547785,,,0,,,0
CARLINNE,20077,"LINNE",,47.446561,-0.547592,,,0,,,0
CARMET,9979,"JEAN CARMET",,47.400262,-0.543626,,,0,,,1
CARMET-E,16860,"JEAN CARMET",,47.400575,-0.543148,,,0,,,1
CARNOT,9569,"CENTRE DE CONGRÈS",,47.474286,-0.546556,,,0,,,1
CARREA-E,19826,"CARREAUX",,47.512066,-0.471417,,,0,,,0
CARREAUX,25276,"CARREAUX",,47.512565,-0.471944,,,0,,,0
CARRF5B,9318,"CARREFOUR ST SERGE",,47.488084,-0.542511,,,0,,,1
CARRSS-E,6897,"CARREFOUR ST SERGE",,47.488125,-0.543509,,,0,,,1
CCADEA,5701,"CROIX CADEAU",,47.519948,-0.609453,,,0,,,0
CCADEA-E,3576,"CROIX CADEAU",,47.520229,-0.609551,,,0,,,1
CCADE-IR,669054,"CROIX CADEAU",,47.517612,-0.608019,,,0,,,1
CCBGPAI,953694,"BOURG DE PAILLE",,47.473272,-0.623241,,,0,,,1
CCHEMI-E,30919,"CROIX DE CHEMINEE",,47.467526,-0.502874,,,0,,,0
CCHEMINE,30005,"CROIX DE CHEMINEE",,47.467762,-0.503228,,,0,,,0
CCICHA-E,24375,"CCI",,47.468365,-0.557633,,,0,,,1
CCOMME-E,10530,"CENTRE COMMERCIAL",,47.437747,-0.526761,,,0,,,1
CCOMMERC,3146,"CENTRE COMMERCIAL",,47.437849,-0.526928,,,0,,,1
CEEQUE-E,15981,"CENTRE EQUESTRE",,47.459571,-0.484562,,,0,,,1
CEEQUEST,14512,"CENTRE EQUESTRE",,47.459580,-0.484705,,,0,,,1
CENCON-E,596104,"CENTRE DES CONGRES",,47.473922,-0.545119,,,0,,,0
CESARG-E,23705,"CÉSAR GEOFFRAY",,47.458387,-0.545494,,,0,,,1
CESARGEO,66,"CÉSAR GEOFFRAY",,47.458645,-0.545934,,,0,,,1
CEZAN-E,16647,"CEZANNE",,47.469635,-0.491936,,,0,,,1
CEZANNE,20935,"CEZANNE",,47.469797,-0.491896,,,0,,,1
CFPA,13734,"AFPA",,47.471545,-0.523350,,,0,,,1
CFPA-E,14322,"AFPA",,47.471460,-0.522837,,,0,,,1
CHABLA-E,10390,"CHAMPS BLANCS",,47.517352,-0.475216,,,0,,,1
CHABLANC,9247,"CHAMPS BLANCS",,47.517229,-0.475263,,,0,,,1
CHABOLAI,483245,"CHABOLAIS",,47.495699,-0.506402,,,0,,,1
CHACOMME,27218,"CCI",,47.468177,-0.557820,,,0,,,1
CHADL-E,8514,"CHAMPDOLLANT",,47.556395,-0.561424,,,0,,,0
CHAERI-E,8276,"CHATEAU ERIGNE",,47.406391,-0.526012,,,0,,,0
CHAERIGN,7264,"CHATEAU ERIGNE",,47.406476,-0.525753,,,0,,,0
CHAGAL-E,675868,"CHAGALL",,47.560152,-0.677582,,,0,,,0
CHAGALL,409509,"CHAGALL",,47.560054,-0.677517,,,0,,,0
CHALOU-E,16972,"CHALOUERE",,47.481943,-0.536031,,,0,,,1
CHALOUER,16319,"CHALOUERE",,47.481349,-0.536775,,,0,,,1
CHAMAIRE,52310,"CHAMP DE L'AIRE",,47.437255,-0.615014,,,0,,,1
CHAMBO-E,22463,"CHAMPBOUREAU",,47.396673,-0.636717,,,0,,,0
CHAMBOUR,5924,"CHAMPBOUREAU",,47.396552,-0.636717,,,0,,,0
CHAMF-E,48621,"CHAMPFLEUR",,47.482646,-0.503814,,,0,,,0
CHAMFL,15711,"CHAMPFLEUR",,47.483024,-0.504334,,,0,,,0
CHAMPD,30452,"CHAMPDOLLANT",,47.556722,-0.561433,,,0,,,0
CHANSONN,654132,"ROUTE DE LA CHANSONNIERE",,47.583595,-0.483435,,,0,,,0
CHANT AR,769363,"BOUCHEMAINE CHANTOURTEAU",,47.406140,-0.623126,,,0,,,0
CHANT-AR,21417,"BOUCHEMAINE CHANTOURTEAU",,47.406142,-0.623143,,,0,,,0
CHANTE-E,25568,"CHANTERIE",,47.470885,-0.628087,,,0,,,0
CHANTERI,24849,"CHANTERIE",,47.470943,-0.628019,,,0,,,0
CHANTOUR,20438,"BOUCHEMAINE CHANTOURTEAU",,47.406116,-0.623126,,,0,,,0
CHANZY,13887,"CHANZY",,47.460151,-0.557471,,,0,,,1
CHANZY-E,32089,"CHANZY",,47.460053,-0.557665,,,0,,,1
CHAPE,651257,"CHAPELLES",,47.468731,-0.382975,,,0,,,0
CHAPE-E,822070,"CHAPELLES",,47.468641,-0.382972,,,0,,,0
CHAPEL-E,5633,"CHAPELLES ANDARD",,47.468668,-0.383012,,,0,,,0
CHAPELLE,21227,"CHAPELLES ANDARD",,47.468670,-0.382879,,,0,,,0
CHARNA-E,5036,"CHARNASSERIE",,47.491866,-0.556585,,,0,,,1
CHARNASS,30008,"CHARNASSERIE",,47.491573,-0.557802,,,0,,,1
CHARRUAU,994566,"CHARRUAU",,47.372821,-0.509244,,,0,,,0
CHARRU-E,758914,"CHARRUAU",,47.372710,-0.509213,,,0,,,0
CHATA-E,657686,"CHATAIGNIER",,47.545858,-0.649886,,,0,,,0
CHATAI,372480,"CHATAIGNIER",,47.545682,-0.649983,,,0,,,0
CHATELAI,23220,"CHATELAIN",,47.482844,-0.514735,,,0,,,0
CHATEL-E,24167,"CHATELAIN",,47.483169,-0.514182,,,0,,,1
CHATENAY,2146,"CHATENAY",,47.482730,-0.521178,,,0,,,1
CHATEN-E,2767,"CHATENAY",,47.482569,-0.521180,,,0,,,1
CHAU-E,268887,"CHAUVELAIE",,47.436456,-0.584441,,,0,,,0
CHAUMI-E,12609,"CHAUMIÈRES",,47.524440,-0.523314,,,0,,,0
CHAUMIER,12643,"CHAUMIÈRES",,47.524116,-0.523314,,,0,,,0
CHAUVE,60539,"CHAUVELAIE",,47.436533,-0.584372,,,0,,,0
CHBBEI-E,22139,"CHAPELLE BELLE BEILLE",,47.475463,-0.585993,,,0,,,1
CHBBEILL,21074,"CHAPELLE BELLE BEILLE",,47.475812,-0.586120,,,0,,,1
CHDARR,39215,"CHATEAU",,47.468772,-0.559284,,,0,,,1
CHDARR-E,31053,"CHATEAU",,47.469273,-0.560032,,,0,,,1
CHEMARDE,692812,"AVRILLE - ARDENNE",,47.512466,-0.596402,,,0,,,0
CHEMAR-E,792762,"AVRILLE - ARDENNE",,47.512196,-0.596042,,,0,,,0
CHEMIPRE,433167,"CHEMIN DU PRE",,47.467247,-0.635591,,,0,,,0
CHEMON-E,395248,"CHEMIN DE MONGAZON",,47.482446,-0.481567,,,0,,,0
CHEMONGA,921683,"CHEMIN DE MONGAZON",,47.484508,-0.484922,,,0,,,0
CHENAIE,543770,"CHENAIE",,47.547969,-0.474294,,,0,,,0
CHENAI-E,145360,"CHENAIE",,47.548042,-0.474411,,,0,,,0
CHENERON,980954,"CHENE ROND",,47.395940,-0.536420,,,0,,,0
CHENOI-E,903926,"CHEMIN NOIR",,47.529576,-0.591020,,,0,,,1
CHENOIR,74282,"CHEMIN NOIR",,47.529411,-0.590817,,,0,,,1
CHENR-E,284422,"CHENE ROND",,47.395843,-0.536236,,,0,,,0
CHEPRE-E,667046,"CHEMIN DU PRE",,47.467193,-0.635483,,,0,,,0
CHESNA-E,28622,"LA CHESNAIE",,47.437021,-0.524003,,,0,,,1
CHESNAIE,21405,"LA CHESNAIE",,47.437232,-0.524311,,,0,,,1
CHESPR-E,658925,"CHESNAIE PRUILLÉ",,47.566127,-0.677766,,,0,,,0
CHESPRUI,244895,"CHESNAIE PRUILLÉ",,47.566050,-0.678228,,,0,,,0
CHEVA-E,28793,"CHEVALLERIE",,47.554744,-0.660964,,,0,,,0
CHEVAL,3108,"CHEVALLERIE",,47.553862,-0.659708,,,0,,,0
CHEVRI-E,7832,"CHEVRIERE",,47.423899,-0.609243,,,0,,,0
CHEVRIER,7016,"CHEVRIERE",,47.423908,-0.609100,,,0,,,0
CHEVRO-E,440202,"LYCEE CHEVROLLIER",,47.453911,-0.557476,,,0,,,0
CHEVROLL,858266,"LYCEE CHEVROLLIER",,47.453824,-0.557309,,,0,,,0
CHMART-E,2510,"CHAMP DES MARTYRS",,47.490060,-0.582625,,,0,,,1
CHMARTYR,1237,"CHAMP DES MARTYRS",,47.489855,-0.583086,,,0,,,1
CHOUTEAU,22022,"CHOUTEAU",,47.446256,-0.496856,,,0,,,1
CHOUTE-E,22740,"CHOUTEAU",,47.446118,-0.496704,,,0,,,1
CHPEGU-E,362903,"CHARLES PEGUY",,47.530013,-0.620308,,,0,,,1
CHPEGUY,855516,"CHARLES PEGUY",,47.529912,-0.620285,,,0,,,1
CHVERT,23049,"CHENE VERT",,47.470251,-0.514898,,,0,,,1
CHVERT-E,24160,"CHENE VERT",,47.470421,-0.516632,,,0,,,1
CIAVRI-E,25684,"CIMETIERE D'AVRILLE",,47.506563,-0.590418,,,0,,,1
CIAVRILL,24835,"CIMETIERE D'AVRILLE",,47.506404,-0.591072,,,0,,,1
CIEST.-E,23398,"FRATELLINI",,47.471506,-0.530860,,,0,,,0
CIMEPO-E,26172,"CIMETIERE DES PONTS DE CE",,47.434322,-0.530206,,,0,,,1
CIMEPONT,25421,"CIMETIERE DES PONTS DE CE",,47.434273,-0.529602,,,0,,,1
CIMETI-E,7431,"CIMETIERE DE L'EST",,47.471236,-0.527727,,,0,,,1
CIMETIER,6354,"CIMETIERE DE L'EST",,47.471369,-0.527739,,,0,,,1
CIMETR-E,32029,"CIMETIERE DE TRELAZE",,47.446271,-0.462300,,,0,,,1
CIMTRELA,31082,"CIMETIERE DE TRELAZE",,47.446401,-0.462597,,,0,,,1
CIOUES-E,18204,"CIMETIERE DE L'OUEST",,47.479344,-0.570747,,,0,,,1
CIOUEST,16897,"CIMETIERE DE L'OUEST",,47.478481,-0.569684,,,0,,,1
CITESO-A,68887,"MARCHE MONPLAISIR",,47.488508,-0.535663,,,0,,,1
CITESO-E,3002,"LA CITE CHABADA",,47.488508,-0.535663,,,0,,,1
CITESOLI,61161,"LA CITE CHABADA",,47.488444,-0.536219,,,0,,,1
CITEUN-E,27788,"CITE UNIVERSITAIRE",,47.478676,-0.598176,,,0,,,1
CITEUNIV,30394,"CITE UNIVERSITAIRE",,47.478879,-0.597880,,,0,,,1
CITRON-E,4467,"CITRONNELLE",,47.479321,-0.633746,,,0,,,1
CITRONNL,1586,"CITRONNELLE",,47.479422,-0.634007,,,0,,,1
CLAIE,3838,"CLAIE",,47.460763,-0.627112,,,0,,,0
CLAIE-E,360007,"CLAIE",,47.460717,-0.627038,,,0,,,1
CLART -E,32378,"CLARTE",,47.454009,-0.481335,,,0,,,0
CLARTE,31594,"CLARTE",,47.454108,-0.481349,,,0,,,0
CLAUDE-E,14882,"CLAUDEL",,47.449984,-0.566807,,,0,,,1
CLAUDEL,14,"CLAUDEL",,47.449507,-0.566251,,,0,,,1
CLAVERIE,32135,"CLAVERIE",,47.486652,-0.504501,,,0,,,1
CLEMEG-E,24799,"EGLISE DE SAINT CLEMENT",,47.524913,-0.745279,,,0,,,0
CLEMEGLI,6423,"EGLISE DE SAINT CLEMENT",,47.524816,-0.745610,,,0,,,0
CLEMOI-E,26438,"CONSTANT LEMOINE",,47.471959,-0.541621,,,0,,,1
CLEMOINE,54191,"CONSTANT LEMOINE",,47.471994,-0.542090,,,0,,,1
CLIANJ-E,11590,"PABLO NERUDA",,47.445325,-0.541133,,,0,,,0
